datetime,Open,High,Low,Close,Volume,SMA5,SMA100,RSI,SMA_Signal,RSI_Signal,Combined_Signal,SMA5_gt_SMA100,Position,Entry_Price,PnL,Trade_Id,Capital,Daily_Return,Cummax,Drawdown
2025-04-20 15:45:00,84486.0,84487.0,84424.0,84424.0,0.21779934999999997,84442.8,84440.77,37.64510779436153,0,0,0,True,0,0.0,0.0,0,100,,100,0.0
2025-04-20 15:50:00,84423.0,84423.0,84327.0,84334.0,0.09178722,84431.2,84437.17,33.729569093610706,1,0,0,False,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 15:55:00,84334.0,84378.0,84334.0,84359.0,0.03318497,84413.2,84433.19,32.3216995447648,-1,0,0,False,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 16:00:00,84360.0,84360.0,84288.0,84317.0,0.08059828,84381.4,84428.92,25.722983257229828,-1,1,0,False,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 16:05:00,84317.0,84404.0,84316.0,84403.0,0.04251369,84367.4,84424.7,33.87533875338754,-1,0,0,False,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 16:10:00,84403.0,84434.0,84386.0,84434.0,0.4823299,84369.4,84421.12,39.914772727272734,-1,0,0,False,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 16:15:00,84445.0,84482.0,84401.0,84482.0,0.05618856999999999,84399.0,84418.03,49.69788519637462,-1,0,0,False,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 16:20:00,84481.0,84615.0,84473.0,84559.0,0.47319594000000004,84439.0,84416.06,51.94805194805195,1,0,0,True,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 16:25:00,84553.0,84553.0,84512.0,84550.0,0.026579699999999998,84485.6,84414.28,58.82352941176471,-1,0,0,True,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 16:30:00,84550.0,84550.0,84501.0,84510.0,0.03454529,84507.0,84411.75,54.58786936236392,-1,0,0,True,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 16:35:00,84540.0,84584.0,84539.0,84578.0,0.14470311,84535.8,84410.29,64.2638036809816,-1,0,0,True,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 16:40:00,84578.0,84578.0,84503.0,84529.0,0.07051573,84545.2,84408.4,56.2111801242236,-1,0,0,True,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 16:45:00,84531.0,84581.0,84531.0,84581.0,0.03445091,84549.6,84407.43,57.847533632286996,-1,0,0,True,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 16:50:00,84581.0,84623.0,84564.0,84592.0,0.34907584,84558.0,84406.88,58.788774002954206,-1,0,0,True,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 16:55:00,84592.0,84616.0,84592.0,84610.0,0.02514359,84578.0,84406.16,64.39628482972137,-1,0,0,True,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 17:00:00,84610.0,84618.0,84574.0,84574.0,0.07019275,84577.2,84405.19,70.27027027027027,-1,-1,-1,True,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 17:05:00,84571.0,84571.0,84538.0,84538.0,0.04241437,84579.0,84404.12,64.8424543946932,-1,0,0,True,-1,84538.0,0.0,1,100,0.0,100,0.0
2025-04-20 17:10:00,84538.0,84555.0,84499.0,84499.0,0.07984917,84562.6,84402.78,65.16666666666666,-1,0,0,True,-1,0.0,-390.0,0,-290,-3.9,100,-390.0
2025-04-20 17:15:00,84507.0,84519.0,84498.0,84499.0,0.051274280000000005,84544.0,84401.35,59.338521400778205,-1,0,0,True,-1,0.0,-0.0,0,-290,0.0,100,-390.0
2025-04-20 17:20:00,84500.0,84506.0,84498.0,84498.0,0.10773477,84521.6,84400.12,56.611570247933884,-1,0,0,True,-1,0.0,-10.0,0,-300,0.034482758620689724,100,-400.0
2025-04-20 17:25:00,84499.0,84499.0,84453.0,84461.0,0.63218046,84499.0,84398.36,47.780126849894295,-1,0,0,True,-1,0.0,-370.0,0,-670,1.2333333333333334,100,-770.0
2025-04-20 17:30:00,84483.0,84490.0,84483.0,84483.0,0.02990239,84488.0,84397.05,40.90909090909091,-1,0,0,True,-1,0.0,220.0,0,-450,-0.32835820895522383,100,-550.0
2025-04-20 17:35:00,84484.0,84509.0,84455.0,84472.0,0.03026132,84482.6,84395.85,40.714285714285715,-1,0,0,True,-1,0.0,-110.0,0,-560,0.24444444444444446,100,-660.0
2025-04-20 17:40:00,84472.0,84516.0,84472.0,84516.0,0.03355647,84486.0,84395.02,50.70754716981132,-1,0,0,True,-1,0.0,440.0,0,-120,-0.7857142857142857,100,-220.00000000000003
2025-04-20 17:45:00,84516.0,84621.0,84516.0,84621.0,0.14165656,84510.6,84395.35,54.66377440347072,-1,0,0,True,-1,0.0,1050.0,0,930,-8.75,930,0.0
2025-04-20 17:50:00,84625.0,84625.0,84570.0,84576.0,0.05625737,84533.6,84395.61,55.142231947483594,-1,0,0,True,-1,0.0,-450.0,0,480,-0.4838709677419355,930,-48.38709677419355
2025-04-20 17:55:00,84570.0,84585.0,84570.0,84585.0,0.03604174,84554.0,84396.17,50.48309178743961,-1,0,0,True,-1,0.0,90.0,0,570,0.1875,930,-38.70967741935484
2025-04-20 18:00:00,84583.0,84584.0,84557.0,84569.0,0.09050372,84573.4,84396.94,47.25536992840095,-1,0,0,True,-1,0.0,-160.0,0,410,-0.2807017543859649,930,-55.91397849462365
