datetime,Open,High,Low,Close,Volume,SMA5,SMA100,RSI,SMA_Signal,RSI_Signal,Combined_Signal,SMA5_gt_SMA100,Position,Entry_Price,PnL,Trade_Id,Capital,Position_Size,Daily_Return,Cummax,Drawdown,Date
2025-04-20 15:45:00,84486.0,84487.0,84424.0,84424.0,0.21779934999999997,84442.8,84440.77,37.64510779436153,0,0,0,True,0,0.0,0.0,0,100.0,0.0,,100.0,0.0,2025-04-20
2025-04-20 15:50:00,84423.0,84423.0,84327.0,84334.0,0.09178722,84431.2,84437.17,33.729569093610706,1,0,0,False,0,0.0,0.0,0,100.0,0.0,0.0,100.0,0.0,2025-04-20
2025-04-20 15:55:00,84334.0,84378.0,84334.0,84359.0,0.03318497,84413.2,84433.19,32.3216995447648,-1,0,0,False,0,0.0,0.0,0,100.0,0.0,0.0,100.0,0.0,2025-04-20
2025-04-20 16:00:00,84360.0,84360.0,84288.0,84317.0,0.08059828,84381.4,84428.92,25.722983257229828,-1,1,0,False,0,0.0,0.0,0,100.0,0.0,0.0,100.0,0.0,2025-04-20
2025-04-20 16:05:00,84317.0,84404.0,84316.0,84403.0,0.04251369,84367.4,84424.7,33.87533875338754,-1,0,0,False,1,84403.0,0.0,1,100.0,100.0,0.0,100.0,0.0,2025-04-20
2025-04-20 16:10:00,84403.0,84434.0,84386.0,84434.0,0.4823299,84369.4,84421.12,39.914772727272734,-1,0,0,False,1,0.0,0.36728552302643275,0,100.36728552302644,0.0,0.0036728552302642825,100.36728552302644,0.0,2025-04-20
2025-04-20 16:15:00,84445.0,84482.0,84401.0,84482.0,0.05618856999999999,84399.0,84418.03,49.69788519637462,-1,0,0,False,1,0.0,0.5684913660373783,0,100.93577688906382,0.0,0.005664110203587702,100.93577688906382,0.0,2025-04-20
2025-04-20 16:20:00,84481.0,84615.0,84473.0,84559.0,0.47319594000000004,84439.0,84416.06,51.94805194805195,1,0,0,True,1,0.0,0.9114367557586233,0,101.84721364482245,0.0,0.009029868138433983,101.84721364482245,0.0,2025-04-20
2025-04-20 16:25:00,84553.0,84553.0,84512.0,84550.0,0.026579699999999998,84485.6,84414.28,58.82352941176471,-1,0,0,True,1,0.0,-0.10643456048439552,0,101.74077908433804,0.0,-0.0010450414564661115,101.84721364482245,-0.1045041456466128,2025-04-20
2025-04-20 16:30:00,84550.0,84550.0,84501.0,84510.0,0.03454529,84507.0,84411.75,54.58786936236392,-1,0,0,True,1,0.0,-0.4730928444707274,0,101.26768623986732,0.0,-0.004649982521546803,101.84721364482245,-0.5690164553506082,2025-04-20
2025-04-20 16:35:00,84540.0,84584.0,84539.0,84578.0,0.14470311,84535.8,84410.29,64.2638036809816,-1,0,0,True,1,0.0,0.8046385043190154,0,102.07232474418633,0.0,0.00794565901716271,102.07232474418633,0.0,2025-04-20
2025-04-20 16:40:00,84578.0,84578.0,84503.0,84529.0,0.07051573,84545.2,84408.4,56.2111801242236,-1,0,0,True,1,0.0,-0.5793468750738963,0,101.49297786911244,0.0,-0.00567584677360744,102.07232474418633,-0.5675846773607385,2025-04-20
2025-04-20 16:45:00,84531.0,84581.0,84531.0,84581.0,0.03445091,84549.6,84407.43,57.847533632286996,-1,0,0,True,1,0.0,0.6151734907546523,0,102.1081513598671,0.0,0.006061241907277637,102.1081513598671,0.0,2025-04-20
2025-04-20 16:50:00,84581.0,84623.0,84564.0,84592.0,0.34907584,84558.0,84406.88,58.788774002954206,-1,0,0,True,1,0.0,0.13005284874853693,0,102.23820420861563,0.0,0.0012736774392299033,102.23820420861563,0.0,2025-04-20
2025-04-20 16:55:00,84592.0,84616.0,84592.0,84610.0,0.02514359,84578.0,84406.16,64.39628482972137,-1,0,0,True,1,0.0,0.21278607906184982,0,102.45099028767747,0.0,0.0020812775489253976,102.45099028767747,0.0,2025-04-20
2025-04-20 17:00:00,84610.0,84618.0,84574.0,84574.0,0.07019275,84577.2,84405.19,70.27027027027027,-1,-1,-1,True,1,0.0,-0.4254816215577355,0,102.02550866611973,0.0,-0.004153025952828848,102.45099028767747,-0.4153025952828805,2025-04-20
2025-04-20 17:05:00,84571.0,84571.0,84538.0,84538.0,0.04241437,84579.0,84404.12,64.8424543946932,-1,0,0,True,-1,84538.0,1.5994692131796264,3,105.224447092479,103.62497787929937,0.03135430019592311,105.224447092479,0.0,2025-04-20
2025-04-20 17:10:00,84538.0,84555.0,84499.0,84499.0,0.07984917,84562.6,84402.78,65.16666666666666,-1,0,0,True,-1,0.0,0.4780541457442422,0,105.70250123822323,0.0,0.0045431851528199285,105.70250123822323,0.0,2025-04-20
2025-04-20 17:15:00,84507.0,84519.0,84498.0,84499.0,0.051274280000000005,84544.0,84401.35,59.338521400778205,-1,0,0,True,-1,0.0,0.0,0,105.70250123822323,0.0,0.0,105.70250123822323,0.0,2025-04-20
2025-04-20 17:20:00,84500.0,84506.0,84498.0,84498.0,0.10773477,84521.6,84400.12,56.611570247933884,-1,0,0,True,-1,0.0,0.012263456121291302,0,105.71476469434452,0.0,0.00011601859915932877,105.71476469434452,0.0,2025-04-20
2025-04-20 17:25:00,84499.0,84499.0,84453.0,84461.0,0.63218046,84499.0,84398.36,47.780126849894295,-1,0,0,True,-1,0.0,0.4537532464122318,0,106.16851794075676,0.0,0.004292240991352392,106.16851794075676,0.0,2025-04-20
2025-04-20 17:30:00,84483.0,84490.0,84483.0,84483.0,0.02990239,84488.0,84397.05,40.90909090909091,-1,0,0,True,-1,0.0,-0.26991741908627487,0,105.89860052167049,0.0,-0.002542348940359984,106.16851794075676,-0.254234894035995,2025-04-20
2025-04-20 17:35:00,84484.0,84509.0,84455.0,84472.0,0.03026132,84482.6,84395.85,40.714285714285715,-1,0,0,True,-1,0.0,0.13492356529388078,0,106.03352408696436,0.0,0.0012740826094890245,106.16851794075676,-0.12715054934431957,2025-04-20
2025-04-20 17:40:00,84472.0,84516.0,84472.0,84516.0,0.03355647,84486.0,84395.02,50.70754716981132,-1,0,0,True,-1,0.0,-0.5397645405210214,0,105.49375954644334,0.0,-0.0050905083573222765,106.16851794075676,-0.635554124142467,2025-04-20
2025-04-20 17:45:00,84516.0,84621.0,84516.0,84621.0,0.14165656,84510.6,84395.35,54.66377440347072,-1,0,0,True,-1,0.0,-1.2874038853384486,0,104.2063556611049,0.0,-0.012203602287694348,106.16851794075676,-1.8481583031485591,2025-04-20
2025-04-20 17:50:00,84625.0,84625.0,84570.0,84576.0,0.05625737,84533.6,84395.61,55.142231947483594,-1,0,0,True,-1,0.0,0.5510599029281705,0,104.75741556403307,0.0,0.005288160203205994,106.16851794075676,-1.329115640015905,2025-04-20
2025-04-20 17:55:00,84570.0,84585.0,84570.0,84585.0,0.03604174,84554.0,84396.17,50.48309178743961,-1,0,0,True,-1,0.0,-0.11027062061503196,0,104.64714494341804,0.0,-0.0010526283034123507,106.16851794075676,-1.4329794056159468,2025-04-20
2025-04-20 18:00:00,84583.0,84584.0,84557.0,84569.0,0.09050372,84573.4,84396.94,47.25536992840095,-1,0,0,True,-1,0.0,0.19601580020911388,0,104.84316074362715,0.0,0.001873111782601411,106.16851794075676,-1.2483523579646933,2025-04-20
2025-04-20 18:05:00,84560.0,84621.0,84560.0,84603.0,0.04395901,84590.8,84398.37,49.195402298850574,-1,0,0,True,-1,0.0,-0.41661238135678297,0,104.42654836227037,0.0,-0.00397367246849345,106.16851794075676,-1.6407590614182157,2025-04-20
2025-04-20 18:10:00,84613.0,84613.0,84596.0,84597.0,0.08032288,84586.0,84399.07,52.83950617283951,-1,0,0,True,-1,0.0,0.073490286074465,0,104.50003864834483,0.0,0.0007037509831264721,106.16851794075676,-1.571538648908108,2025-04-20
2025-04-20 18:15:00,84603.0,84638.0,84601.0,84638.0,0.041521129999999996,84598.4,84399.88,62.19512195121952,-1,0,0,True,-1,0.0,-0.502219238631544,0,103.99781940971329,0.0,-0.004805923951105573,106.16851794075676,-2.0445783487857905,2025-04-20
2025-04-20 18:20:00,84627.0,84630.0,84570.0,84570.0,0.06083157,84595.4,84400.73,58.086560364464695,-1,0,0,True,-1,0.0,0.8325454873452063,0,104.83036489705849,0.0,0.008005412921835209,106.16851794075676,-1.2604047505353468,2025-04-20
2025-04-20 18:25:00,84563.0,84572.0,84561.0,84568.0,0.06422798,84595.2,84401.9,57.823129251700685,-1,0,0,True,-1,0.0,0.024506320889038515,0,104.85487121794752,0.0,0.00023377120658785167,106.16851794075676,-1.237322276215882,2025-04-20
2025-04-20 18:30:00,84578.0,84589.0,84553.0,84553.0,0.18627551,84585.2,84402.93,56.043956043956044,-1,0,0,True,-1,0.0,0.18380175340430074,0,105.03867297135182,0.0,0.0017529157326630074,106.16851794075676,-1.064199624633932,2025-04-20
2025-04-20 18:35:00,84553.0,84553.0,84515.0,84523.0,0.43742234,84570.4,84403.9,56.91964285714286,-1,0,0,True,-1,0.0,0.36766872096542774,0,105.40634169231724,0.0,0.0035003176502972355,106.16851794075676,-0.7178928963337505,2025-04-20
2025-04-20 18:40:00,84519.0,84519.0,84480.0,84504.0,10.31878352,84543.6,84404.31,52.359550561797754,-1,0,0,True,-1,0.0,0.23293950518872827,0,105.63928119750597,0.0,0.002209919265281801,106.16851794075676,-0.4984874551475907,2025-04-20
2025-04-20 18:45:00,84506.0,84506.0,84473.0,84492.0,0.1117556,84528.0,84405.13,52.24215246636771,-1,0,0,True,-1,0.0,0.14715276608818428,0,105.78643396359415,0.0,0.0013929739432159138,106.16851794075676,-0.3598844408620412,2025-04-20
2025-04-20 18:50:00,84513.0,84558.0,84513.0,84558.0,0.02120486,84526.0,84406.38,54.48717948717949,-1,0,0,True,-1,0.0,-0.8094551602558536,0,104.9769788033383,0.0,-0.007651786055425824,106.16851794075676,-1.1223092876584675,2025-04-20
2025-04-20 18:55:00,84580.0,84581.0,84562.0,84580.0,0.012728439999999999,84531.4,84408.58,44.67532467532468,-1,0,0,True,-1,0.0,-0.26960778558440196,0,104.7073710177539,0.0,-0.002568256284927739,106.16851794075676,-1.3762525382695785,2025-04-20
2025-04-20 19:00:00,84587.0,84588.0,84564.0,84582.0,0.04899708,84543.2,84411.99,50.87719298245614,-1,0,0,True,-1,0.0,-0.02450342347583338,0,104.68286759427806,0.0,-0.00023401813298973284,106.16851794075676,-1.3993322835190205,2025-04-20
2025-04-20 19:05:00,84570.0,84570.0,84551.0,84559.0,0.20747966,84554.2,84416.02,46.348314606741575,-1,0,0,True,-1,0.0,0.2817827068671686,0,104.96465030114523,0.0,0.002691774818008197,106.16851794075676,-1.1339214891210052,2025-04-20
2025-04-20 19:10:00,84560.0,84571.0,84520.0,84523.0,0.0445216,84560.4,84421.1,43.882978723404264,-1,0,0,True,-1,0.0,0.4411711590315375,0,105.40582146017677,0.0,0.0042030450991434876,106.16851794075676,-0.718382902364318,2025-04-20
2025-04-20 19:15:00,84525.0,84583.0,84525.0,84583.0,0.01332009,84565.4,84425.39,47.51243781094527,-1,0,0,True,-1,0.0,-0.7355984374380893,0,104.67022302273868,0.0,-0.006978726860128903,106.16851794075676,-1.4112421903206194,2025-04-20
2025-04-20 19:20:00,84583.0,84595.0,84539.0,84563.0,0.06994496,84562.0,84429.86,45.91346153846153,-1,0,0,True,-1,0.0,0.2450255438546738,0,104.91524856659336,0.0,0.0023409288408744455,106.16851794075676,-1.1804529237779635,2025-04-20
2025-04-20 19:25:00,84568.0,84568.0,84534.0,84549.0,0.02690971,84555.4,84433.85,38.56041131105398,-1,0,0,True,-1,0.0,0.17155844640211335,0,105.08680701299548,0.0,0.0016352098359966316,106.16851794075676,-1.0188622284102011,2025-04-20
2025-04-20 19:30:00,84579.0,84593.0,84574.0,84574.0,0.053413669999999996,84558.4,84437.22,50.57803468208092,-1,0,0,True,-1,0.0,-0.30640509609604893,0,104.78040191689944,0.0,-0.0029157332381233303,106.16851794075676,-1.3074648217580904,2025-04-20
2025-04-20 19:35:00,84574.0,84583.0,84572.0,84577.0,0.38624886,84569.2,84441.33,51.29682997118156,-1,0,0,True,-1,0.0,-0.03675774276230261,0,104.74364417413713,0.0,-0.00035080742285620303,106.16851794075676,-1.3420868956791148,2025-04-20
2025-04-20 19:40:00,84583.0,84601.0,84567.0,84572.0,0.17136569000000001,84567.0,84446.7,52.818991097922854,-1,0,0,True,-1,0.0,0.061260731569634394,0,104.80490490570676,0.0,0.0005848634736040914,106.16851794075676,-1.2843854859223953,2025-04-20
2025-04-20 19:45:00,84573.0,84608.0,84573.0,84608.0,0.28239234,84576.0,84452.32,62.39067055393586,-1,0,0,True,-1,0.0,-0.4411033443284748,0,104.3638015613783,0.0,-0.004208804394463472,106.16851794075676,-1.6998601980914099,2025-04-20
2025-04-20 19:50:00,84636.0,84652.0,84636.0,84652.0,0.9932153100000001,84596.6,84457.79,70.1086956521739,-1,-1,-1,True,-1,0.0,-0.5388969159759328,0,103.82490464540236,0.0,-0.005163638233885215,106.16851794075676,-2.2074465583688045,2025-04-20
2025-04-20 19:55:00,84651.0,84652.0,84646.0,84647.0,0.12616770000000002,84611.2,84463.5,71.46814404432132,-1,-1,-1,True,-1,0.0,0.0,0,103.82490464540236,0.0,0.0,106.16851794075676,-2.2074465583688045,2025-04-20
2025-04-20 20:00:00,84647.0,84723.0,84615.0,84723.0,3.6006417099999997,84640.4,84470.28,72.23719676549865,-1,-1,-1,True,-1,0.0,0.0,0,103.82490464540236,0.0,0.0,106.16851794075676,-2.2074465583688045,2025-04-20
