datetime,Open,High,Low,Close,Volume,SMA20,SMA50,SMA20_gt_SMA50,SMA_Signal,Position,Entry_Price,PnL,Trade_Id,Trade_Result,Capital,Position_Size,Risk_Amount,Stop_Loss,Take_Profit,Date,Daily_Return,Cummax,Drawdown
2025-04-20 11:35:00,84105.0,84136.0,84057.0,84076.0,8.93343715,84248.75,84492.62,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,,200.0,0.0
2025-04-20 11:40:00,84076.0,84093.0,84033.0,84045.0,0.7922928,84226.75,84479.64,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 11:45:00,84043.0,84048.0,84004.0,84034.0,6.24535005,84205.9,84465.18,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 11:50:00,84027.0,84057.0,84011.0,84055.0,0.23876892,84186.15,84451.4,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 11:55:00,84063.0,84125.0,84063.0,84125.0,4.065209100000001,84171.1,84437.4,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 12:00:00,84124.0,84265.0,84124.0,84252.0,13.424917050000001,84160.55,84426.6,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 12:05:00,84252.0,84316.0,84209.0,84261.0,2.71878889,84153.1,84416.0,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 12:10:00,84249.0,84306.0,84241.0,84306.0,0.049158770000000004,84146.75,84407.0,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 12:15:00,84306.0,84307.0,84276.0,84305.0,0.06101749,84144.0,84398.54,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 12:20:00,84305.0,84368.0,84305.0,84368.0,2.7855767499999997,84150.35,84390.64,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 12:25:00,84368.0,84398.0,84334.0,84398.0,1.9754359799999999,84162.45,84384.12,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 12:30:00,84398.0,84459.0,84391.0,84459.0,3.7079363899999995,84184.65,84378.94,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 12:35:00,84469.0,84479.0,84390.0,84390.0,0.7528484799999999,84196.45,84373.18,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 12:40:00,84389.0,84389.0,84335.0,84368.0,0.5383647899999999,84209.05,84367.6,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 12:45:00,84366.0,84366.0,84320.0,84341.0,0.10147215,84218.6,84360.78,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 12:50:00,84342.0,84344.0,84319.0,84331.0,0.16657913,84223.3,84353.98,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 12:55:00,84330.0,84373.0,84330.0,84370.0,0.06846553,84233.5,84348.48,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 13:00:00,84369.0,84388.0,84360.0,84387.0,0.1068932,84251.1,84343.56,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 13:05:00,84388.0,84388.0,84317.0,84318.0,9.360251680000001,84264.7,84337.08,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 13:10:00,84318.0,84318.0,84235.0,84238.0,12.798523529999999,84271.35,84329.42,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 13:15:00,84237.0,84237.0,84176.0,84197.0,3.32897183,84277.4,84320.62,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 13:20:00,84197.0,84292.0,84197.0,84291.0,0.08390312,84289.7,84314.16,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 13:25:00,84290.0,84347.0,84290.0,84347.0,2.95388283,84305.35,84309.26,False,False,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 13:30:00,84347.0,84347.0,84272.0,84272.0,0.23077811999999998,84316.2,84302.72,True,True,0,0.0,0.0,0,0,200.0,0.0,0.0,0.0,0.0,2025-04-20,0.0,200.0,0.0
2025-04-20 13:35:00,84283.0,84420.0,84283.0,84417.0,0.14479444,84330.8,84299.3,True,False,1,84417.0,0.0,1,0,200.0,160.0,4.0,84205.9575,84923.50200000001,2025-04-20,0.0,200.0,0.0
2025-04-20 13:40:00,84439.0,84439.0,84407.0,84411.0,11.273622620000001,84338.75,84296.52,True,False,1,0.0,-0.11372116990653541,0,0,199.88627883009346,0.0,0.0,0.0,0.0,2025-04-20,-0.0005686058495326662,200.0,-0.05686058495327018
2025-04-20 13:45:00,84410.0,84438.0,84355.0,84355.0,0.22753713,84343.45,84293.04,True,False,1,0.0,-1.0614730307661324,0,0,198.82480579932732,0.0,0.0,0.0,0.0,2025-04-20,-0.005310384669617085,200.0,-0.5875971003363389
2025-04-20 13:50:00,84354.0,84377.0,84347.0,84377.0,0.08553392,84347.0,84290.74,True,False,1,0.0,0.4172840969711339,0,0,199.24208989629847,0.0,0.0,0.0,0.0,2025-04-20,0.0020987526948337276,200.0,-0.3789550518507667
2025-04-20 13:55:00,84377.0,84424.0,84324.0,84324.0,0.07604390999999999,84347.95,84288.02,True,False,1,0.0,-1.0050132145015822,0,0,198.23707668179688,0.0,0.0,0.0,0.0,2025-04-20,-0.005044181252187641,200.0,-0.8814616591015607
2025-04-20 14:00:00,84323.0,84340.0,84269.0,84340.0,0.22468823,84346.55,84284.28,True,False,1,0.0,0.3035909112470946,0,0,198.54066759304396,0.0,0.0,0.0,0.0,2025-04-20,0.0015314537337249856,200.0,-0.7296662034780184
2025-04-20 14:05:00,84338.0,84470.0,84338.0,84402.0,0.059977550000000004,84346.75,84281.18,True,False,1,0.0,1.1761916054066872,0,0,199.71685919845066,0.0,0.0,0.0,0.0,2025-04-20,0.005924184801360699,200.0,-0.14157040077466831
2025-04-20 14:10:00,84419.0,84661.0,84403.0,84578.0,13.31667907,84352.7,84283.04,True,False,1,0.0,3.3364138290561836,0,0,203.05327302750683,0.0,0.0,0.0,0.0,2025-04-20,0.01670571949932831,203.05327302750683,0.0
2025-04-20 14:15:00,84549.0,84551.0,84487.0,84493.0,1.39555718,84357.85,84283.88,True,False,1,0.0,-1.6079831634704058,0,0,201.44528986403643,0.0,0.0,0.0,0.0,2025-04-20,-0.007919021148960148,203.05327302750683,-0.7919021148960158
2025-04-20 14:20:00,84494.0,84512.0,84463.0,84484.0,2.47232568,84363.65,84284.56,True,False,1,0.0,-0.1704283195057579,0,0,201.27486154453067,0.0,0.0,0.0,0.0,2025-04-20,-0.0008460278203614724,203.05327302750683,-0.87583492571196
2025-04-20 14:25:00,84483.0,84504.0,84461.0,84503.0,1.20794712,84371.75,84286.1,True,False,1,0.0,0.35983144737465084,0,0,201.63469299190533,0.0,0.0,0.0,0.0,2025-04-20,0.0017877614949697307,203.05327302750683,-0.6986245601711323
2025-04-20 14:30:00,84585.0,84648.0,84561.0,84608.0,0.16611789,84385.6,84289.0,True,False,1,0.0,1.9880950972154834,0,0,203.6227880891208,0.0,0.0,0.0,0.0,2025-04-20,0.009859886052918876,203.6227880891208,0.0
2025-04-20 14:35:00,84607.0,84615.0,84553.0,84573.0,0.36705803000000004,84395.75,84292.26,True,False,1,0.0,-0.661875945537065,0,0,202.96091214358373,0.0,0.0,0.0,0.0,2025-04-20,-0.003250500357786068,203.6227880891208,-0.32505003577860314
2025-04-20 14:40:00,84584.0,84614.0,84553.0,84553.0,0.06954478,84404.05,84294.66,True,False,1,0.0,-0.3783713478296856,0,0,202.58254079575403,0.0,0.0,0.0,0.0,2025-04-20,-0.0018642572297961069,203.6227880891208,-0.5108697818789731
2025-04-20 14:45:00,84553.0,84594.0,84529.0,84592.0,0.04855368,84417.75,84299.3,True,False,1,0.0,0.7379986517332324,0,0,203.32053944748725,0.0,0.0,0.0,0.0,2025-04-20,0.0036429528864350136,203.6227880891208,-0.148435567781965
2025-04-20 14:50:00,84590.0,84643.0,84578.0,84636.0,0.09478828,84437.65,84307.2,True,False,1,0.0,0.8322299981085681,0,0,204.15276944559582,0.0,0.0,0.0,0.0,2025-04-20,0.004093191963636,204.15276944559582,0.0
2025-04-20 14:55:00,84635.0,84647.0,84635.0,84641.0,0.02907482,84459.85,84316.9,True,False,1,0.0,0.09452242544543693,0,0,204.24729187104126,0.0,0.0,0.0,0.0,2025-04-20,0.00046299849716513464,204.24729187104126,0.0
2025-04-20 15:00:00,84640.0,84640.0,84562.0,84576.0,0.08121882000000001,84474.1,84328.12,True,False,1,0.0,-1.2287189423565412,0,0,203.0185729286847,0.0,0.0,0.0,0.0,2025-04-20,-0.006015839579074256,204.24729187104126,-0.6015839579074301
2025-04-20 15:05:00,84591.0,84591.0,84486.0,84486.0,0.23431774,84481.05,84334.76,True,False,1,0.0,-1.70261066969353,0,0,201.31596225899116,0.0,0.0,0.0,0.0,2025-04-20,-0.008386477380528223,204.24729187104126,-1.435186525704777
2025-04-20 15:10:00,84473.0,84533.0,84473.0,84532.0,0.06494612,84494.05,84343.08,True,False,1,0.0,0.8711502497455199,0,0,202.18711250873667,0.0,0.0,0.0,0.0,2025-04-20,0.004327278572301196,204.24729187104126,-1.0086691203746034
2025-04-20 15:15:00,84532.0,84539.0,84442.0,84442.0,0.17215481,84495.3,84348.92,True,False,1,0.0,-1.7034969005820284,0,0,200.48361560815465,0.0,0.0,0.0,0.0,2025-04-20,-0.00842534857659838,204.24729187104126,-1.8427055890968362
2025-04-20 15:20:00,84435.0,84451.0,84425.0,84451.0,0.03041903,84497.3,84353.2,True,False,1,0.0,0.170531252220459,0,0,200.6541468603751,0.0,0.0,0.0,0.0,2025-04-20,0.0008505994452621124,204.24729187104126,-1.7592130489224835
2025-04-20 15:25:00,84452.0,84452.0,84365.0,84392.0,0.11948304,84499.15,84357.72,True,False,1,0.0,-1.1178079596452382,0,0,199.53633890072987,0.0,0.0,0.0,0.0,2025-04-20,-0.005570819129011362,204.24729187104126,-2.306494704118676
