datetime,Open,High,Low,Close,Volume,SMA5,SMA100,RSI,RSI_Signal,Position,Entry_Price,PnL,Trade_Id,Capital,Position_Size,Risk_Amount,Daily_Return,Cummax,Drawdown,Date
2025-04-20 15:45:00,84486.0,84487.0,84424.0,84424.0,0.21779934999999997,84442.8,84440.77,37.64510779436153,0,0,0.0,0.0,0,200.0,0.0,0.0,,200.0,0.0,2025-04-20
2025-04-20 15:50:00,84423.0,84423.0,84327.0,84334.0,0.09178722,84431.2,84437.17,33.729569093610706,0,0,0.0,0.0,0,200.0,0.0,0.0,0.0,200.0,0.0,2025-04-20
2025-04-20 15:55:00,84334.0,84378.0,84334.0,84359.0,0.03318497,84413.2,84433.19,32.3216995447648,0,0,0.0,0.0,0,200.0,0.0,0.0,0.0,200.0,0.0,2025-04-20
2025-04-20 16:00:00,84360.0,84360.0,84288.0,84317.0,0.08059828,84381.4,84428.92,25.722983257229828,1,0,0.0,0.0,0,200.0,0.0,0.0,0.0,200.0,0.0,2025-04-20
2025-04-20 16:05:00,84317.0,84404.0,84316.0,84403.0,0.04251369,84367.4,84424.7,33.87533875338754,0,1,84403.0,0.0,1,200.0,160.0,4.0,0.0,200.0,0.0,2025-04-20
2025-04-20 16:10:00,84403.0,84434.0,84386.0,84434.0,0.4823299,84369.4,84421.12,39.914772727272734,0,1,0.0,0.5876568368422923,0,200.58765683684229,0.0,0.0,0.0029382841842113816,200.58765683684229,0.0,2025-04-20
2025-04-20 16:15:00,84445.0,84482.0,84401.0,84482.0,0.05618856999999999,84399.0,84418.03,49.69788519637462,0,1,0.0,0.9095861856598053,0,201.4972430225021,0.0,0.0,0.004534606964373911,201.4972430225021,0.0,2025-04-20
2025-04-20 16:20:00,84481.0,84615.0,84473.0,84559.0,0.47319594000000004,84439.0,84416.06,51.94805194805195,0,1,0.0,1.4582988092137972,0,202.9555418317159,0.0,0.0,0.007237313956950597,202.9555418317159,0.0,2025-04-20
2025-04-20 16:25:00,84553.0,84553.0,84512.0,84550.0,0.026579699999999998,84485.6,84414.28,58.82352941176471,0,1,0.0,-0.1702952967750328,0,202.78524653494085,0.0,0.0,-0.0008390768502208878,202.9555418317159,-0.08390768502209268,2025-04-20
2025-04-20 16:30:00,84550.0,84550.0,84501.0,84510.0,0.03454529,84507.0,84411.75,54.58786936236392,0,1,0.0,-0.7569485511531638,0,202.0282979837877,0.0,0.0,-0.0037327594787460727,202.9555418317159,-0.45687042569009334,2025-04-20
2025-04-20 16:35:00,84540.0,84584.0,84539.0,84578.0,0.14470311,84535.8,84410.29,64.2638036809816,0,1,0.0,1.2874216069104247,0,203.3157195906981,0.0,0.0,0.006372481576881528,203.3157195906981,0.0,2025-04-20
2025-04-20 16:40:00,84578.0,84578.0,84503.0,84529.0,0.07051573,84545.2,84408.4,56.2111801242236,0,1,0.0,-0.9269550001182341,0,202.38876459057988,0.0,0.0,-0.004559190022219162,203.3157195906981,-0.4559190022219196,2025-04-20
2025-04-20 16:45:00,84531.0,84581.0,84531.0,84581.0,0.03445091,84549.6,84407.43,57.847533632286996,0,1,0.0,0.9842775852074437,0,203.37304217578733,0.0,0.0,0.004863301513789997,203.37304217578733,0.0,2025-04-20
