datetime,Open,High,Low,Close,Volume,SMA10,SMA50,RSI,SMA_Signal,RSI_Signal,Combined_Signal,SMA10_gt_SMA50,Position,Entry_Price,PnL,Trade_Id,Capital,Daily_Return,Cummax,Drawdown
2025-04-20 11:35:00,84105.0,84136.0,84057.0,84076.0,8.93343715,84110.0,84492.62,33.94230769230769,0,0,0,False,0,0.0,0.0,0,100,,100,0.0
2025-04-20 11:40:00,84076.0,84093.0,84033.0,84045.0,0.7922928,84113.0,84479.64,31.48854961832062,-1,0,0,False,0,0.0,0.0,0,100,0.0,100,0.0
2025-04-20 11:45:00,84043.0,84048.0,84004.0,84034.0,6.24535005,84101.0,84465.18,33.46855983772819,-1,0,0,False,-1,84034.0,0.0,1,100,0.0,100,0.0
2025-04-20 11:50:00,84027.0,84057.0,84011.0,84055.0,0.23876892,84094.9,84451.4,39.52702702702703,-1,0,0,False,-1,0.0,210.0,0,310,2.1,310,0.0
2025-04-20 11:55:00,84063.0,84125.0,84063.0,84125.0,4.065209100000001,84092.4,84437.4,48.22451317296678,-1,0,0,False,-1,0.0,700.0,0,1010,2.2580645161290325,1010,0.0
2025-04-20 12:00:00,84124.0,84265.0,84124.0,84252.0,13.424917050000001,84093.9,84426.6,63.79511059371362,-1,0,0,False,-1,0.0,1270.0,0,2280,1.2574257425742572,2280,0.0
2025-04-20 12:05:00,84252.0,84316.0,84209.0,84261.0,2.71878889,84103.4,84416.0,57.338820301783265,-1,0,0,False,-1,0.0,90.0,0,2370,0.03947368421052633,2370,0.0
2025-04-20 12:10:00,84249.0,84306.0,84241.0,84306.0,0.049158770000000004,84130.5,84407.0,62.90760869565218,-1,0,0,False,-1,0.0,450.0,0,2820,0.1898734177215189,2820,0.0
2025-04-20 12:15:00,84306.0,84307.0,84276.0,84305.0,0.06101749,84156.4,84398.54,61.02418207681365,-1,0,0,False,-1,0.0,-10.0,0,2810,-0.0035460992907800915,2820,-0.3546099290780142
2025-04-20 12:20:00,84305.0,84368.0,84305.0,84368.0,2.7855767499999997,84182.7,84390.64,59.64653902798233,-1,0,0,False,-1,0.0,630.0,0,3440,0.2241992882562278,3440,0.0
2025-04-20 12:25:00,84368.0,84398.0,84334.0,84398.0,1.9754359799999999,84214.9,84384.12,68.18181818181819,-1,0,0,False,-1,0.0,300.0,0,3740,0.08720930232558133,3740,0.0
2025-04-20 12:30:00,84398.0,84459.0,84391.0,84459.0,3.7079363899999995,84256.3,84378.94,87.32394366197182,-1,-1,-1,False,-1,0.0,610.0,0,4350,0.16310160427807485,4350,0.0
2025-04-20 12:35:00,84469.0,84479.0,84390.0,84390.0,0.7528484799999999,84291.9,84373.18,77.47603833865816,-1,-1,-1,False,-1,0.0,-690.0,0,3660,-0.1586206896551724,4350,-15.862068965517242
2025-04-20 12:40:00,84389.0,84389.0,84335.0,84368.0,0.5383647899999999,84323.2,84367.6,72.32597623089983,-1,-1,-1,False,-1,0.0,-220.0,0,3440,-0.060109289617486295,4350,-20.919540229885058
2025-04-20 12:45:00,84366.0,84366.0,84320.0,84341.0,0.10147215,84344.8,84360.78,72.57240204429301,-1,-1,-1,False,-1,0.0,-270.0,0,3170,-0.07848837209302328,4350,-27.126436781609197
2025-04-20 12:50:00,84342.0,84344.0,84319.0,84331.0,0.16657913,84352.7,84353.98,75.26501766784452,-1,-1,-1,False,-1,0.0,-100.0,0,3070,-0.03154574132492116,4350,-29.42528735632184
2025-04-20 12:55:00,84330.0,84373.0,84330.0,84370.0,0.06846553,84363.6,84348.48,78.28282828282829,1,-1,0,True,-1,0.0,390.0,0,3460,0.12703583061889256,4350,-20.45977011494253
2025-04-20 13:00:00,84369.0,84388.0,84360.0,84387.0,0.1068932,84371.7,84343.56,78.13559322033899,-1,-1,-1,True,1,84387.0,3530.0,3,6990,1.0202312138728322,6990,0.0
2025-04-20 13:05:00,84388.0,84388.0,84317.0,84318.0,9.360251680000001,84373.0,84337.08,66.383701188455,-1,0,0,True,-1,84318.0,-690.0,5,6300,-0.09871244635193133,6990,-9.871244635193133
2025-04-20 13:10:00,84318.0,84318.0,84235.0,84238.0,12.798523529999999,84360.0,84329.42,48.708487084870846,-1,0,0,True,-1,0.0,-800.0,0,5500,-0.12698412698412698,6990,-21.316165951359086
2025-04-20 13:15:00,84237.0,84237.0,84176.0,84197.0,3.32897183,84339.9,84320.62,44.42508710801394,-1,0,0,True,-1,0.0,-410.0,0,5090,-0.07454545454545458,6990,-27.181688125894134
2025-04-20 13:20:00,84197.0,84292.0,84197.0,84291.0,0.08390312,84323.1,84314.16,48.796147672552166,-1,0,0,True,-1,0.0,940.0,0,6030,0.18467583497053042,6990,-13.733905579399142
2025-04-20 13:25:00,84290.0,84347.0,84290.0,84347.0,2.95388283,84318.8,84309.26,53.09734513274336,-1,0,0,True,-1,0.0,560.0,0,6590,0.09286898839137647,6990,-5.7224606580829755
2025-04-20 13:30:00,84347.0,84347.0,84272.0,84272.0,0.23077811999999998,84309.2,84302.72,43.04347826086957,-1,0,0,True,-1,0.0,-750.0,0,5840,-0.11380880121396053,6990,-16.452074391988557
2025-04-20 13:35:00,84283.0,84420.0,84283.0,84417.0,0.14479444,84316.8,84299.3,51.18012422360248,-1,0,0,True,-1,0.0,1450.0,0,7290,0.24828767123287676,7290,0.0
2025-04-20 13:40:00,84439.0,84439.0,84407.0,84411.0,11.273622620000001,84324.8,84296.52,46.8,-1,0,0,True,-1,0.0,-60.0,0,7230,-0.008230452674897082,7290,-0.823045267489712
2025-04-20 13:45:00,84410.0,84438.0,84355.0,84355.0,0.22753713,84323.3,84293.04,47.62550881953867,-1,0,0,True,-1,0.0,-560.0,0,6670,-0.0774550484094052,7290,-8.50480109739369
2025-04-20 13:50:00,84354.0,84377.0,84347.0,84377.0,0.08553392,84322.3,84290.74,50.61058344640434,-1,0,0,True,-1,0.0,220.0,0,6890,0.03298350824587715,7290,-5.486968449931413
2025-04-20 13:55:00,84377.0,84424.0,84324.0,84324.0,0.07604390999999999,84322.9,84288.02,48.885976408912185,-1,0,0,True,-1,0.0,-530.0,0,6360,-0.07692307692307687,7290,-12.757201646090536
2025-04-20 14:00:00,84323.0,84340.0,84269.0,84340.0,0.22468823,84333.1,84284.28,50.585175552665795,-1,0,0,True,-1,0.0,160.0,0,6520,0.02515723270440251,7290,-10.562414266117969
2025-04-20 14:05:00,84338.0,84470.0,84338.0,84402.0,0.059977550000000004,84353.6,84281.18,52.02020202020203,-1,0,0,True,-1,0.0,620.0,0,7140,0.0950920245398772,7290,-2.05761316872428
2025-04-20 14:10:00,84419.0,84661.0,84403.0,84578.0,13.31667907,84382.3,84283.04,60.04206098843323,-1,0,0,True,-1,0.0,1760.0,0,8900,0.24649859943977592,8900,0.0
2025-04-20 14:15:00,84549.0,84551.0,84487.0,84493.0,1.39555718,84396.9,84283.88,59.04860392967942,-1,0,0,True,-1,0.0,-850.0,0,8050,-0.0955056179775281,8900,-9.550561797752808
2025-04-20 14:20:00,84494.0,84512.0,84463.0,84484.0,2.47232568,84418.1,84284.56,63.72767857142857,-1,0,0,True,-1,0.0,-90.0,0,7960,-0.011180124223602483,8900,-10.561797752808989
2025-04-20 14:25:00,84483.0,84504.0,84461.0,84503.0,1.20794712,84426.7,84286.1,67.50572082379863,-1,0,0,True,-1,0.0,190.0,0,8150,0.023869346733668362,8900,-8.426966292134832
2025-04-20 14:30:00,84585.0,84648.0,84561.0,84608.0,0.16611789,84446.4,84289.0,67.909604519774,-1,0,0,True,-1,0.0,1050.0,0,9200,0.12883435582822078,9200,0.0
2025-04-20 14:35:00,84607.0,84615.0,84553.0,84573.0,0.36705803000000004,84468.2,84292.26,63.0787037037037,-1,0,0,True,-1,0.0,-350.0,0,8850,-0.03804347826086951,9200,-3.804347826086957
2025-04-20 14:40:00,84584.0,84614.0,84553.0,84553.0,0.06954478,84485.8,84294.66,67.36711990111249,-1,0,0,True,-1,0.0,-200.0,0,8650,-0.02259887005649719,9200,-5.978260869565218
