datetime,Open,High,Low,Close,Volume,SMA5,SMA50,RSI,RSI_Signal,Position,Entry_Price,PnL,Trade_Id,Capital,Position_Size,Risk_Amount,Daily_Return,Cummax,Drawdown,Date
2025-04-20 13:15:00,84237.0,84237.0,84176.0,84197.0,3.32897183,84302.0,84320.62,44.42508710801394,0,-1,0.0,0.7787459341389871,0,202.29680850678065,0.0,0.0,0.0038643976832510862,202.29680850678065,0.0,2025-04-20
2025-04-20 13:20:00,84197.0,84292.0,84197.0,84291.0,0.08390312,84286.2,84314.16,48.796147672552166,0,-1,0.0,-1.7862869223369005,0,200.51052158444375,0.0,0.0,-0.008830030169640679,202.29680850678065,-0.8830030169640691,2025-04-20
2025-04-20 13:25:00,84290.0,84347.0,84290.0,84347.0,2.95388283,84278.2,84309.26,53.09734513274336,0,-1,0.0,-1.0629841857375046,0,199.44753739870626,0.0,0.0,-0.005301388562244713,202.29680850678065,-1.4084607310939794,2025-04-20
2025-04-20 13:30:00,84347.0,84347.0,84272.0,84272.0,0.23077811999999998,84269.0,84302.72,43.04347826086957,0,-1,0.0,1.4226943459755534,0,200.8702317446818,0.0,0.0,0.007133175794151292,202.29680850678065,-0.7051899496728988,2025-04-20
2025-04-20 13:35:00,84283.0,84420.0,84283.0,84417.0,0.14479444,84304.8,84299.3,51.18012422360248,0,-1,0.0,-2.75299031706854,0,198.11724142761327,0.0,0.0,-0.013705317573226794,202.29680850678065,-2.066056854785869,2025-04-20
2025-04-20 13:40:00,84439.0,84439.0,84407.0,84411.0,11.273622620000001,84347.6,84296.52,46.8,0,-1,0.0,0.11372116990653541,0,198.2309625975198,0.0,0.0,0.000574009455649005,202.29680850678065,-2.0098418453915268,2025-04-20
2025-04-20 13:45:00,84410.0,84438.0,84355.0,84355.0,0.22753713,84360.4,84293.04,47.62550881953867,0,-1,0.0,1.0614730307661324,0,199.29243562828594,0.0,0.0,0.00535472873085574,202.29680850678065,-1.485131130179943,2025-04-20
2025-04-20 13:50:00,84354.0,84377.0,84347.0,84377.0,0.08553392,84366.4,84290.74,50.61058344640434,0,-1,0.0,-0.4172840969711339,0,198.8751515313148,0.0,0.0,-0.0020938280755896654,202.29680850678065,-1.691404328482603,2025-04-20
2025-04-20 13:55:00,84377.0,84424.0,84324.0,84324.0,0.07604390999999999,84376.8,84288.02,48.885976408912185,0,-1,0.0,1.0050132145015822,0,199.8801647458164,0.0,0.0,0.005053488114342697,202.29680850678065,-1.194603008718875,2025-04-20
2025-04-20 14:00:00,84323.0,84340.0,84269.0,84340.0,0.22468823,84361.4,84284.28,50.585175552665795,0,-1,0.0,-0.3035909112470946,0,199.5765738345693,0.0,0.0,-0.0015188646238767367,202.29680850678065,-1.3446750308570339,2025-04-20
2025-04-20 14:05:00,84338.0,84470.0,84338.0,84402.0,0.059977550000000004,84359.6,84281.18,52.02020202020203,0,-1,0.0,-1.1761916054066872,0,198.4003822291626,0.0,0.0,-0.005893435200373998,202.29680850678065,-1.9260937957345212,2025-04-20
2025-04-20 14:10:00,84419.0,84661.0,84403.0,84578.0,13.31667907,84404.2,84283.04,60.04206098843323,0,0,0.0,-3.9999999999998344,2,194.40038222916277,0.0,0.0,-0.020161251480753872,202.29680850678065,-3.9033864824185804,2025-04-20
2025-04-20 14:15:00,84549.0,84551.0,84487.0,84493.0,1.39555718,84427.4,84283.88,59.04860392967942,0,0,0.0,0.0,0,194.40038222916277,0.0,0.0,0.0,202.29680850678065,-3.9033864824185804,2025-04-20
2025-04-20 14:20:00,84494.0,84512.0,84463.0,84484.0,2.47232568,84459.4,84284.56,63.72767857142857,0,0,0.0,0.0,0,194.40038222916277,0.0,0.0,0.0,202.29680850678065,-3.9033864824185804,2025-04-20
2025-04-20 14:25:00,84483.0,84504.0,84461.0,84503.0,1.20794712,84492.0,84286.1,67.50572082379863,0,0,0.0,0.0,0,194.40038222916277,0.0,0.0,0.0,202.29680850678065,-3.9033864824185804,2025-04-20
2025-04-20 14:30:00,84585.0,84648.0,84561.0,84608.0,0.16611789,84533.2,84289.0,67.909604519774,0,0,0.0,0.0,0,194.40038222916277,0.0,0.0,0.0,202.29680850678065,-3.9033864824185804,2025-04-20
2025-04-20 14:35:00,84607.0,84615.0,84553.0,84573.0,0.36705803000000004,84532.2,84292.26,63.0787037037037,0,0,0.0,0.0,0,194.40038222916277,0.0,0.0,0.0,202.29680850678065,-3.9033864824185804,2025-04-20
2025-04-20 14:40:00,84584.0,84614.0,84553.0,84553.0,0.06954478,84544.2,84294.66,67.36711990111249,0,0,0.0,0.0,0,194.40038222916277,0.0,0.0,0.0,202.29680850678065,-3.9033864824185804,2025-04-20
2025-04-20 14:45:00,84553.0,84594.0,84529.0,84592.0,0.04855368,84565.8,84299.3,62.44665718349929,0,0,0.0,0.0,0,194.40038222916277,0.0,0.0,0.0,202.29680850678065,-3.9033864824185804,2025-04-20
2025-04-20 14:50:00,84590.0,84643.0,84578.0,84636.0,0.09478828,84592.4,84307.2,65.1821862348178,0,0,0.0,0.0,0,194.40038222916277,0.0,0.0,0.0,202.29680850678065,-3.9033864824185804,2025-04-20
2025-04-20 14:55:00,84635.0,84647.0,84635.0,84641.0,0.02907482,84599.0,84316.9,70.72463768115942,-1,0,0.0,0.0,0,194.40038222916277,0.0,0.0,0.0,202.29680850678065,-3.9033864824185804,2025-04-20
2025-04-20 15:00:00,84640.0,84640.0,84562.0,84576.0,0.08121882000000001,84599.6,84328.12,63.5743519781719,0,-1,84576.0,0.0,3,194.40038222916277,155.52030578333023,3.8880076445832557,0.0,202.29680850678065,-3.9033864824185804,2025-04-20
2025-04-20 15:05:00,84591.0,84591.0,84486.0,84486.0,0.23431774,84586.2,84334.76,60.51948051948052,0,-1,0.0,1.6549408248793653,0,196.05532305404213,0.0,0.0,0.008513053348467636,202.29680850678065,-3.085310884936334,2025-04-20
2025-04-20 15:10:00,84473.0,84533.0,84473.0,84532.0,0.06494612,84574.2,84343.08,62.0,0,-1,0.0,-0.8467597076477985,0,195.20856334639433,0.0,0.0,-0.0043189835116815845,202.29680850678065,-3.5038838292640366,2025-04-20
2025-04-20 15:15:00,84532.0,84539.0,84442.0,84442.0,0.17215481,84535.4,84348.92,52.41545893719807,0,-1,0.0,1.655802242996702,0,196.86436558939104,0.0,0.0,0.008482221346296726,202.29680850678065,-2.685382412845886,2025-04-20
2025-04-20 15:20:00,84435.0,84451.0,84425.0,84451.0,0.03041903,84497.4,84353.2,40.39334341906203,0,-1,0.0,-0.165756703068375,0,196.69860888632266,0.0,0.0,-0.0008419842899050067,202.29680850678065,-2.767319792032383,2025-04-20
2025-04-20 15:25:00,84452.0,84452.0,84365.0,84392.0,0.11948304,84460.6,84357.72,42.04724409448819,0,-1,0.0,1.0865114730691743,0,197.78512035939184,0.0,0.0,0.005523737454071753,202.29680850678065,-2.2302319946078564,2025-04-20
2025-04-20 15:30:00,84391.0,84452.0,84384.0,84449.0,0.54261805,84453.2,84366.0,47.43777452415813,0,-1,0.0,-1.0504144266814182,0,196.73470593271043,0.0,0.0,-0.005310887010978038,202.29680850678065,-2.7494761855740255,2025-04-20
2025-04-20 15:35:00,84458.0,84493.0,84458.0,84476.0,0.14555594,84442.0,84374.6,48.04630969609262,0,-1,0.0,-0.4972288903539315,0,196.2374770423565,0.0,0.0,-0.0025274081052277797,202.29680850678065,-2.995267947700254,2025-04-20
2025-04-20 15:40:00,84474.0,84478.0,84410.0,84473.0,0.70328765,84448.2,84381.96,38.539898132427844,0,-1,0.0,0.055229996371749454,0,196.29270703872822,0.0,0.0,0.00028144469244173465,202.29680850678065,-2.9679664807223975,2025-04-20
2025-04-20 15:45:00,84486.0,84487.0,84424.0,84424.0,0.21779934999999997,84442.8,84388.92,37.64510779436153,0,-1,0.0,0.9021219778370817,0,197.1948290165653,0.0,0.0,0.004595799769876896,202.29680850678065,-2.5220266834038227,2025-04-20
2025-04-20 15:50:00,84423.0,84423.0,84327.0,84334.0,0.09178722,84431.2,84394.7,33.729569093610706,0,-1,0.0,1.6579204397445892,0,198.8527494563099,0.0,0.0,0.00840752492351271,202.29680850678065,-1.7024781932510331,2025-04-20
2025-04-20 15:55:00,84334.0,84378.0,84334.0,84359.0,0.03318497,84413.2,84401.2,32.3216995447648,0,-1,0.0,-0.4610249299906628,0,198.39172452631925,0.0,0.0,-0.0023184237142869213,202.29680850678065,-1.930373498863432,2025-04-20
2025-04-20 16:00:00,84360.0,84360.0,84288.0,84317.0,0.08059828,84381.4,84406.44,25.722983257229828,1,-1,0.0,0.7742923508931909,0,199.16601687721243,0.0,0.0,0.003902846012059591,202.29680850678065,-1.5476228481692942,2025-04-20
2025-04-20 16:05:00,84317.0,84404.0,84316.0,84403.0,0.04251369,84367.4,84412.0,33.87533875338754,0,1,84403.0,3.1811640300458914,5,205.5283449373042,161.87774472580665,4.046943618145167,0.031944847619331584,205.5283449373042,0.0,2025-04-20
2025-04-20 16:10:00,84403.0,84434.0,84386.0,84434.0,0.4823299,84369.4,84415.64,39.914772727272734,0,1,0.0,0.5945535213795726,0,206.12289845868378,0.0,0.0,0.0028928054744026266,206.12289845868378,0.0,2025-04-20
2025-04-20 16:15:00,84445.0,84482.0,84401.0,84482.0,0.05618856999999999,84399.0,84420.06,49.69788519637462,0,1,0.0,0.9202610023022384,0,207.043159460986,0.0,0.0,0.004464622849686295,207.043159460986,0.0,2025-04-20
2025-04-20 16:20:00,84481.0,84615.0,84473.0,84559.0,0.47319594000000004,84439.0,84425.12,51.94805194805195,0,1,0.0,1.4754132648241178,0,208.51857272581012,0.0,0.0,0.007126114519625748,208.51857272581012,0.0,2025-04-20
2025-04-20 16:25:00,84553.0,84553.0,84512.0,84550.0,0.026579699999999998,84485.6,84430.02,58.82352941176471,0,1,0.0,-0.17229386612096403,0,208.34627885968916,0.0,0.0,-0.0008262758749433274,208.51857272581012,-0.08262758749433272,2025-04-20
2025-04-20 16:30:00,84550.0,84550.0,84501.0,84510.0,0.03454529,84507.0,84432.86,54.58786936236392,0,1,0.0,-0.7658320270883816,0,207.58044683260079,0.0,0.0,-0.0036757653233832066,208.51857272581012,-0.4499004002117898,2025-04-20
2025-04-20 16:35:00,84540.0,84584.0,84539.0,84578.0,0.14470311,84535.8,84436.46,64.2638036809816,0,1,0.0,1.3025306639870846,0,208.88297749658787,0.0,0.0,0.006274823490660886,208.88297749658787,0.0,2025-04-20
2025-04-20 16:40:00,84578.0,84578.0,84503.0,84529.0,0.07051573,84545.2,84437.86,56.2111801242236,0,1,0.0,-0.9378336555090598,0,207.94514384107882,0.0,0.0,-0.004489756258498234,208.88297749658787,-0.4489756258498241,2025-04-20
2025-04-20 16:45:00,84531.0,84581.0,84531.0,84581.0,0.03445091,84549.6,84441.68,57.847533632286996,0,1,0.0,0.9958289729846498,0,208.94097281406346,0.0,0.0,0.004788902277735874,208.94097281406346,0.0,2025-04-20
2025-04-20 16:50:00,84581.0,84623.0,84564.0,84592.0,0.34907584,84558.0,84446.16,58.788774002954206,0,1,0.0,0.21052661850579601,0,209.15149943256927,0.0,0.0,0.001007588964818007,209.15149943256927,0.0,2025-04-20
2025-04-20 16:55:00,84592.0,84616.0,84592.0,84610.0,0.02514359,84578.0,84451.54,64.39628482972137,0,1,0.0,0.34445330587579437,0,209.49595273844506,0.0,0.0,0.001646908135061409,209.49595273844506,0.0,2025-04-20
2025-04-20 17:00:00,84610.0,84618.0,84574.0,84574.0,0.07019275,84577.2,84456.4,70.27027027027027,-1,1,0.0,-0.6887600532004536,0,208.80719268524462,0.0,0.0,-0.003287700999457299,209.49595273844506,-0.3287700999457275,2025-04-20
2025-04-20 17:05:00,84571.0,84571.0,84538.0,84538.0,0.04241437,84579.0,84459.76,64.8424543946932,0,-1,84538.0,2.5891846898787834,7,213.98556206500217,169.1171019000987,4.227927547502468,0.024799765339326374,213.98556206500217,0.0,2025-04-20
2025-04-20 17:10:00,84538.0,84555.0,84499.0,84499.0,0.07984917,84562.6,84462.0,65.16666666666666,0,-1,0.0,0.780189615806365,0,214.76575168080853,0.0,0.0,0.003645991852335273,214.76575168080853,0.0,2025-04-20
2025-04-20 17:15:00,84507.0,84519.0,84498.0,84499.0,0.051274280000000005,84544.0,84465.62,59.338521400778205,0,-1,0.0,0.0,0,214.76575168080853,0.0,0.0,0.0,214.76575168080853,0.0,2025-04-20
2025-04-20 17:20:00,84500.0,84506.0,84498.0,84498.0,0.10773477,84521.6,84470.82,56.611570247933884,0,-1,0.0,0.020014095066225483,0,214.78576577587475,0.0,0.0,9.319034766752665e-05,214.78576577587475,0.0,2025-04-20
2025-04-20 17:25:00,84499.0,84499.0,84453.0,84461.0,0.63218046,84499.0,84476.1,47.780126849894295,0,-1,0.0,0.7405302812260234,0,215.52629605710078,0.0,0.0,0.003447762371733498,215.52629605710078,0.0,2025-04-20
2025-04-20 17:30:00,84483.0,84490.0,84483.0,84483.0,0.02990239,84488.0,84479.94,40.90909090909091,0,-1,0.0,-0.4405081921599521,0,215.08578786494084,0.0,0.0,-0.0020438721409810068,215.52629605710078,-0.2043872140981035,2025-04-20
2025-04-20 17:35:00,84484.0,84509.0,84455.0,84472.0,0.03026132,84482.6,84482.44,40.714285714285715,0,-1,0.0,0.2201967402792379,0,215.3059846052201,0.0,0.0,0.0010237623901840909,215.52629605710078,-0.10222021902251842,2025-04-20
2025-04-20 17:40:00,84472.0,84516.0,84472.0,84516.0,0.03355647,84486.0,84487.32,50.70754716981132,0,-1,0.0,-0.8809016577806068,0,214.42508294743948,0.0,0.0,-0.0040913942053019126,215.52629605710078,-0.5109414163409324,2025-04-20
2025-04-20 17:45:00,84516.0,84621.0,84516.0,84621.0,0.14165656,84510.6,84491.4,54.66377440347072,0,-1,0.0,-2.1010572790371485,0,212.32402566840233,0.0,0.0,-0.009798561111211801,215.52629605710078,-1.4857910367698488,2025-04-20
2025-04-20 17:50:00,84625.0,84625.0,84570.0,84576.0,0.05625737,84533.6,84494.7,55.142231947483594,0,-1,0.0,0.899335813273826,0,213.22336148167616,0.0,0.0,0.004235676157903878,215.52629605710078,-1.0685167506495281,2025-04-20
2025-04-20 17:55:00,84570.0,84585.0,84570.0,84585.0,0.03604174,84554.0,84499.3,50.48309178743961,0,-1,0.0,-0.17996286382672252,0,213.04339861784945,0.0,0.0,-0.000844011005999401,215.52629605710078,-1.152016011351822,2025-04-20
2025-04-20 18:00:00,84583.0,84584.0,84557.0,84569.0,0.09050372,84573.4,84503.14,47.25536992840095,0,-1,0.0,0.3198999385708552,0,213.3632985564203,0.0,0.0,0.001501571701569837,215.52629605710078,-1.0035886758372319,2025-04-20
2025-04-20 18:05:00,84560.0,84621.0,84560.0,84603.0,0.04395901,84590.8,84508.72,49.195402298850574,0,-1,0.0,-0.6799159815775704,0,212.6833825748427,0.0,0.0,-0.003186658559263811,215.52629605710078,-1.3190564373197773,2025-04-20
2025-04-20 18:10:00,84613.0,84613.0,84596.0,84597.0,0.08032288,84586.0,84513.86,52.83950617283951,0,-1,0.0,0.11993695393787362,0,212.80331952878058,0.0,0.0,0.0005639225429172612,215.52629605710078,-1.2634080286884282,2025-04-20
2025-04-20 18:15:00,84603.0,84638.0,84601.0,84638.0,0.041521129999999996,84598.4,84518.58,62.19512195121952,0,-1,0.0,-0.8196273127775272,0,211.98369221600305,0.0,0.0,-0.003851572027130268,215.52629605710078,-1.6436991243793122,2025-04-20
2025-04-20 18:20:00,84627.0,84630.0,84570.0,84570.0,0.06083157,84595.4,84518.42,58.086560364464695,0,-1,0.0,1.358723378294231,0,213.34241559429728,0.0,0.0,0.006409565585402399,215.52629605710078,-1.0132779631794493,2025-04-20
2025-04-20 18:25:00,84563.0,84572.0,84561.0,84568.0,0.06422798,84595.2,84519.92,57.823129251700685,0,-1,0.0,0.03999458481733445,0,213.3824101791146,0.0,0.0,0.00018746663529567442,215.52629605710078,-0.994721255460255,2025-04-20
2025-04-20 18:30:00,84578.0,84589.0,84553.0,84553.0,0.18627551,84585.2,84521.3,56.043956043956044,0,-1,0.0,0.2999664800517312,0,213.68237665916632,0.0,0.0,0.001405769481185981,215.52629605710078,-0.8555426561248634,2025-04-20
2025-04-20 18:35:00,84553.0,84553.0,84515.0,84523.0,0.43742234,84570.4,84521.7,56.91964285714286,0,-1,0.0,0.6000393903235794,0,214.2824160494899,0.0,0.0,0.002808090211766423,215.52629605710078,-0.5771360759066355,2025-04-20
2025-04-20 18:40:00,84519.0,84519.0,84480.0,84504.0,10.31878352,84543.6,84519.62,52.359550561797754,0,-1,0.0,0.380159830590712,0,214.66257588008062,0.0,0.0,0.0017741065160610248,215.52629605710078,-0.40074932517344647,2025-04-20
2025-04-20 18:45:00,84506.0,84506.0,84473.0,84492.0,0.1117556,84528.0,84518.0,52.24215246636771,0,-1,0.0,0.24015493027563006,0,214.90273081035625,0.0,0.0,0.0011187554667646538,215.52629605710078,-0.28932211899532123,2025-04-20
2025-04-20 18:50:00,84513.0,84558.0,84513.0,84558.0,0.02120486,84526.0,84518.1,54.48717948717949,0,-1,0.0,-1.3210397109083125,0,213.58169109944794,0.0,0.0,-0.006147151811086493,215.52629605710078,-0.9022587931161985,2025-04-20
2025-04-20 18:55:00,84580.0,84581.0,84562.0,84580.0,0.012728439999999999,84531.4,84517.86,44.67532467532468,0,-1,0.0,-0.44000286688452567,0,213.1416882325634,0.0,0.0,-0.0020601150998456053,215.52629605710078,-1.1064115461370891,2025-04-20
2025-04-20 19:00:00,84587.0,84588.0,84564.0,84582.0,0.04899708,84543.2,84516.78,50.87719298245614,0,-1,0.0,-0.039989856207164505,0,213.10169837635624,0.0,0.0,-0.0001876209977446086,215.52629605710078,-1.124966059873351,2025-04-20
2025-04-20 19:05:00,84570.0,84570.0,84551.0,84559.0,0.20747966,84554.2,84515.14,46.348314606741575,0,-1,0.0,0.45987247212199645,0,213.56157084847823,0.0,0.0,0.002157995340374086,215.52629605710078,-0.9115941973512254,2025-04-20
2025-04-20 19:10:00,84560.0,84571.0,84520.0,84523.0,0.0445216,84560.4,84514.08,43.882978723404264,0,-1,0.0,0.7199961764452694,0,214.2815670249235,0.0,0.0,0.003371375166349999,215.52629605710078,-0.5775300067549536,2025-04-20
2025-04-20 19:15:00,84525.0,84583.0,84525.0,84583.0,0.01332009,84565.4,84516.02,47.51243781094527,0,-1,0.0,-1.2005047281811958,0,213.08106229674232,0.0,0.0,-0.005602463827612203,215.52629605710078,-1.1345407985439655,2025-04-20
2025-04-20 19:20:00,84583.0,84595.0,84539.0,84563.0,0.06994496,84562.0,84516.64,45.91346153846153,0,-1,0.0,0.3998843784214291,0,213.48094667516375,0.0,0.0,0.0018766772331204606,215.52629605710078,-0.9490022421185866,2025-04-20
2025-04-20 19:25:00,84568.0,84568.0,84534.0,84549.0,0.02690971,84555.4,84518.78,38.56041131105398,0,-1,0.0,0.2799852685691593,0,213.7609319437329,0.0,0.0,0.0013115234541056786,215.52629605710078,-0.8190945354065551,2025-04-20
2025-04-20 19:30:00,84579.0,84593.0,84574.0,84574.0,0.053413669999999996,84558.4,84521.24,50.57803468208092,0,-1,0.0,-0.5000564817446058,0,213.26087546198832,0.0,0.0,-0.0023393258870906264,215.52629605710078,-1.0511109950649673,2025-04-20
2025-04-20 19:35:00,84574.0,84583.0,84572.0,84577.0,0.38624886,84569.2,84524.94,51.29682997118156,0,-1,0.0,-0.05998903985862039,0,213.2008864221297,0.0,0.0,-0.00028129416485167535,215.52629605710078,-1.078944740160607,2025-04-20
2025-04-20 19:40:00,84583.0,84601.0,84567.0,84572.0,0.17136569000000001,84567.0,84527.4,52.818991097922854,0,-1,0.0,0.0999781866820168,0,213.30086460881174,0.0,0.0,0.0004689388883873935,215.52629605710078,-1.0325568104689395,2025-04-20
2025-04-20 19:45:00,84573.0,84608.0,84573.0,84608.0,0.28239234,84576.0,84530.04,62.39067055393586,0,-1,0.0,-0.7198855021051356,0,212.5809791067066,0.0,0.0,-0.0033749769529786144,215.52629605710078,-1.3665696503288232,2025-04-20
2025-04-20 19:50:00,84636.0,84652.0,84636.0,84652.0,0.9932153100000001,84596.6,84533.62,70.1086956521739,-1,-1,0.0,-0.87948568499484,0,211.70149342171175,0.0,0.0,-0.004137179575945948,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 19:55:00,84651.0,84652.0,84646.0,84647.0,0.12616770000000002,84611.2,84538.08,71.46814404432132,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 20:00:00,84647.0,84723.0,84615.0,84723.0,3.6006417099999997,84640.4,84545.86,72.23719676549865,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 20:05:00,84723.0,84937.0,84723.0,84906.0,10.18084191,84707.2,84556.8,80.6390977443609,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 20:10:00,84906.0,84947.0,84861.0,84947.0,2.35375071,84775.0,84569.4,81.9614711033275,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 20:15:00,84946.0,85164.0,84880.0,85164.0,21.2943095,84877.4,84584.62,89.54248366013071,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 20:20:00,85169.0,85202.0,85076.0,85130.0,2.83993255,84974.0,84598.54,89.77719528178244,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 20:25:00,85127.0,85131.0,85077.0,85111.0,0.30476868,85051.6,84611.12,86.56509695290859,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 20:30:00,85111.0,85187.0,85039.0,85039.0,7.656758689999999,85078.2,84620.72,80.74935400516796,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 20:35:00,85060.0,85079.0,85040.0,85066.0,0.06860366,85102.0,84631.04,82.84625158831004,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 20:40:00,85040.0,85201.0,85039.0,85169.0,8.40858328,85103.0,84644.22,84.39306358381504,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 20:45:00,85181.0,85229.0,85100.0,85100.0,2.45988098,85097.0,84654.66,78.08807733619764,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 20:50:00,85101.0,85128.0,85070.0,85079.0,7.14119696,85090.6,84665.66,76.76874340021119,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
2025-04-20 20:55:00,85069.0,85119.0,85049.0,85117.0,1.14695079,85106.2,84676.38,76.8177028451001,-1,-1,0.0,0.0,0,211.70149342171175,0.0,0.0,0.0,215.52629605710078,-1.7746338638769648,2025-04-20
